key,value,timestamp,sentence
Very Negative,0.0160,"00:16:48,425 --> 00:16:50,801","STONE: My light?"
Negative,0.1854,"00:16:48,425 --> 00:16:50,801","STONE: My light?"
Neutral,0.6397,"00:16:48,425 --> 00:16:50,801","STONE: My light?"
Positive,0.1458,"00:16:48,425 --> 00:16:50,801","STONE: My light?"
Very Positive,0.0131,"00:16:48,425 --> 00:16:50,801","STONE: My light?"
Very Negative,0.0095,"00:16:48,425 --> 00:16:50,801","KOWALSKI: Flash it so I can see you."
Negative,0.0161,"00:16:48,425 --> 00:16:50,801","KOWALSKI: Flash it so I can see you."
Neutral,0.0675,"00:16:48,425 --> 00:16:50,801","KOWALSKI: Flash it so I can see you."
Positive,0.5687,"00:16:48,425 --> 00:16:50,801","KOWALSKI: Flash it so I can see you."
Very Positive,0.3381,"00:16:48,425 --> 00:16:50,801","KOWALSKI: Flash it so I can see you."
Very Negative,0.0425,"00:16:51,052 --> 00:16:52,219","STONE: Okay."
Negative,0.2081,"00:16:51,052 --> 00:16:52,219","STONE: Okay."
Neutral,0.4529,"00:16:51,052 --> 00:16:52,219","STONE: Okay."
Positive,0.2493,"00:16:51,052 --> 00:16:52,219","STONE: Okay."
Very Positive,0.0472,"00:16:51,052 --> 00:16:52,219","STONE: Okay."
Very Negative,0.0454,"00:16:52,470 --> 00:16:53,929","[PANTING]"
Negative,0.2852,"00:16:52,470 --> 00:16:53,929","[PANTING]"
Neutral,0.4795,"00:16:52,470 --> 00:16:53,929","[PANTING]"
Positive,0.1580,"00:16:52,470 --> 00:16:53,929","[PANTING]"
Very Positive,0.0319,"00:16:52,470 --> 00:16:53,929","[PANTING]"
Very Negative,0.0395,"00:16:54,848 --> 00:16:58,142","Okay, okay."
Negative,0.1850,"00:16:54,848 --> 00:16:58,142","Okay, okay."
Neutral,0.2948,"00:16:54,848 --> 00:16:58,142","Okay, okay."
Positive,0.4072,"00:16:54,848 --> 00:16:58,142","Okay, okay."
Very Positive,0.0736,"00:16:54,848 --> 00:16:58,142","Okay, okay."
Very Negative,0.0142,"00:16:54,848 --> 00:16:58,142","Here, here!"
Negative,0.1838,"00:16:54,848 --> 00:16:58,142","Here, here!"
Neutral,0.6689,"00:16:54,848 --> 00:16:58,142","Here, here!"
Positive,0.1273,"00:16:54,848 --> 00:16:58,142","Here, here!"
Very Positive,0.0058,"00:16:54,848 --> 00:16:58,142","Here, here!"
Very Negative,0.0130,"00:16:54,848 --> 00:16:58,142","I'm here!"
Negative,0.0662,"00:16:54,848 --> 00:16:58,142","I'm here!"
Neutral,0.5717,"00:16:54,848 --> 00:16:58,142","I'm here!"
Positive,0.3169,"00:16:54,848 --> 00:16:58,142","I'm here!"
Very Positive,0.0323,"00:16:54,848 --> 00:16:58,142","I'm here!"
Very Negative,0.0332,"00:16:58,393 --> 00:17:00,603","KOWALSKI: There you are."
Negative,0.1306,"00:16:58,393 --> 00:17:00,603","KOWALSKI: There you are."
Neutral,0.2352,"00:16:58,393 --> 00:17:00,603","KOWALSKI: There you are."
Positive,0.5050,"00:16:58,393 --> 00:17:00,603","KOWALSKI: There you are."
Very Positive,0.0960,"00:16:58,393 --> 00:17:00,603","KOWALSKI: There you are."
Very Negative,0.0301,"00:16:58,393 --> 00:17:00,603","Hang on tight."
Negative,0.1591,"00:16:58,393 --> 00:17:00,603","Hang on tight."
Neutral,0.4412,"00:16:58,393 --> 00:17:00,603","Hang on tight."
Positive,0.3226,"00:16:58,393 --> 00:17:00,603","Hang on tight."
Very Positive,0.0470,"00:16:58,393 --> 00:17:00,603","Hang on tight."
Very Negative,0.0122,"00:17:00,854 --> 00:17:02,396","Report your status."
Negative,0.0892,"00:17:00,854 --> 00:17:02,396","Report your status."
Neutral,0.6384,"00:17:00,854 --> 00:17:02,396","Report your status."
Positive,0.2474,"00:17:00,854 --> 00:17:02,396","Report your status."
Very Positive,0.0128,"00:17:00,854 --> 00:17:02,396","Report your status."
Very Negative,0.0269,"00:17:02,647 --> 00:17:04,565","STONE: I'm fine, I'm fine."
Negative,0.0622,"00:17:02,647 --> 00:17:04,565","STONE: I'm fine, I'm fine."
Neutral,0.0985,"00:17:02,647 --> 00:17:04,565","STONE: I'm fine, I'm fine."
Positive,0.5955,"00:17:02,647 --> 00:17:04,565","STONE: I'm fine, I'm fine."
Very Positive,0.2169,"00:17:02,647 --> 00:17:04,565","STONE: I'm fine, I'm fine."
Very Negative,0.0139,"00:17:02,647 --> 00:17:04,565","I'm all right."
Negative,0.0582,"00:17:02,647 --> 00:17:04,565","I'm all right."
Neutral,0.3870,"00:17:02,647 --> 00:17:04,565","I'm all right."
Positive,0.4826,"00:17:02,647 --> 00:17:04,565","I'm all right."
Very Positive,0.0583,"00:17:02,647 --> 00:17:04,565","I'm all right."
Very Negative,0.0231,"00:17:04,816 --> 00:17:06,901","KOWALSKI: Your status."
Negative,0.0948,"00:17:04,816 --> 00:17:06,901","KOWALSKI: Your status."
Neutral,0.2836,"00:17:04,816 --> 00:17:06,901","KOWALSKI: Your status."
Positive,0.5188,"00:17:04,816 --> 00:17:06,901","KOWALSKI: Your status."
Very Positive,0.0797,"00:17:04,816 --> 00:17:06,901","KOWALSKI: Your status."
Very Negative,0.0188,"00:17:04,816 --> 00:17:06,901","Give me your readings."
Negative,0.0772,"00:17:04,816 --> 00:17:06,901","Give me your readings."
Neutral,0.2023,"00:17:04,816 --> 00:17:06,901","Give me your readings."
Positive,0.6245,"00:17:04,816 --> 00:17:06,901","Give me your readings."
Very Positive,0.0772,"00:17:04,816 --> 00:17:06,901","Give me your readings."
Very Negative,0.0215,"00:17:07,152 --> 00:17:08,861","STONE: Three... Three..."
Negative,0.1991,"00:17:07,152 --> 00:17:08,861","STONE: Three... Three..."
Neutral,0.6656,"00:17:07,152 --> 00:17:08,861","STONE: Three... Three..."
Positive,0.1028,"00:17:07,152 --> 00:17:08,861","STONE: Three... Three..."
Very Positive,0.0110,"00:17:07,152 --> 00:17:08,861","STONE: Three... Three..."
Very Negative,0.0433,"00:17:09,112 --> 00:17:11,155","Three-point-six PSI."
Negative,0.2245,"00:17:09,112 --> 00:17:11,155","Three-point-six PSI."
Neutral,0.4729,"00:17:09,112 --> 00:17:11,155","Three-point-six PSI."
Positive,0.2178,"00:17:09,112 --> 00:17:11,155","Three-point-six PSI."
Very Positive,0.0415,"00:17:09,112 --> 00:17:11,155","Three-point-six PSI."
Very Negative,0.1370,"00:17:11,531 --> 00:17:13,532","KOWALSKI: Your O2, give me your O2."
Negative,0.4858,"00:17:11,531 --> 00:17:13,532","KOWALSKI: Your O2, give me your O2."
Neutral,0.1998,"00:17:11,531 --> 00:17:13,532","KOWALSKI: Your O2, give me your O2."
Positive,0.1213,"00:17:11,531 --> 00:17:13,532","KOWALSKI: Your O2, give me your O2."
Very Positive,0.0561,"00:17:11,531 --> 00:17:13,532","KOWALSKI: Your O2, give me your O2."
Very Negative,0.0817,"00:17:13,783 --> 00:17:17,786","STONE: Oxygen is going down."
Negative,0.4723,"00:17:13,783 --> 00:17:17,786","STONE: Oxygen is going down."
Neutral,0.3443,"00:17:13,783 --> 00:17:17,786","STONE: Oxygen is going down."
Positive,0.0789,"00:17:13,783 --> 00:17:17,786","STONE: Oxygen is going down."
Very Positive,0.0229,"00:17:13,783 --> 00:17:17,786","STONE: Oxygen is going down."
Very Negative,0.0681,"00:17:13,783 --> 00:17:17,786","It's going down fast."
Negative,0.3784,"00:17:13,783 --> 00:17:17,786","It's going down fast."
Neutral,0.4316,"00:17:13,783 --> 00:17:17,786","It's going down fast."
Positive,0.1020,"00:17:13,783 --> 00:17:17,786","It's going down fast."
Very Positive,0.0199,"00:17:13,783 --> 00:17:17,786","It's going down fast."
Very Negative,0.0681,"00:17:13,783 --> 00:17:17,786","It's going down fast."
Negative,0.3784,"00:17:13,783 --> 00:17:17,786","It's going down fast."
Neutral,0.4316,"00:17:13,783 --> 00:17:17,786","It's going down fast."
Positive,0.1020,"00:17:13,783 --> 00:17:17,786","It's going down fast."
Very Positive,0.0199,"00:17:13,783 --> 00:17:17,786","It's going down fast."
Very Negative,0.0089,"00:17:13,783 --> 00:17:17,786","Nine..."
Negative,0.0999,"00:17:13,783 --> 00:17:17,786","Nine..."
Neutral,0.7929,"00:17:13,783 --> 00:17:17,786","Nine..."
Positive,0.0921,"00:17:13,783 --> 00:17:17,786","Nine..."
Very Positive,0.0062,"00:17:13,783 --> 00:17:17,786","Nine..."
Very Negative,0.0878,"00:17:18,413 --> 00:17:19,705","No, 8 percent."
Negative,0.5419,"00:17:18,413 --> 00:17:19,705","No, 8 percent."
Neutral,0.2804,"00:17:18,413 --> 00:17:19,705","No, 8 percent."
Positive,0.0716,"00:17:18,413 --> 00:17:19,705","No, 8 percent."
Very Positive,0.0182,"00:17:18,413 --> 00:17:19,705","No, 8 percent."
Very Negative,0.1687,"00:17:19,956 --> 00:17:21,332","KOWALSKI: You're breathing too fast."
Negative,0.5178,"00:17:19,956 --> 00:17:21,332","KOWALSKI: You're breathing too fast."
Neutral,0.2606,"00:17:19,956 --> 00:17:21,332","KOWALSKI: You're breathing too fast."
Positive,0.0358,"00:17:19,956 --> 00:17:21,332","KOWALSKI: You're breathing too fast."
Very Positive,0.0172,"00:17:19,956 --> 00:17:21,332","KOWALSKI: You're breathing too fast."
Very Negative,0.1233,"00:17:21,583 --> 00:17:23,626","You're burning oxygen, and we don't wanna do that."
Negative,0.5836,"00:17:21,583 --> 00:17:23,626","You're burning oxygen, and we don't wanna do that."
Neutral,0.2475,"00:17:21,583 --> 00:17:23,626","You're burning oxygen, and we don't wanna do that."
Positive,0.0328,"00:17:21,583 --> 00:17:23,626","You're burning oxygen, and we don't wanna do that."
Very Positive,0.0128,"00:17:21,583 --> 00:17:23,626","You're burning oxygen, and we don't wanna do that."
Very Negative,0.1211,"00:17:23,877 --> 00:17:25,586","We wanna relax."
Negative,0.6906,"00:17:23,877 --> 00:17:25,586","We wanna relax."
Neutral,0.1423,"00:17:23,877 --> 00:17:25,586","We wanna relax."
Positive,0.0331,"00:17:23,877 --> 00:17:25,586","We wanna relax."
Very Positive,0.0130,"00:17:23,877 --> 00:17:25,586","We wanna relax."
Very Negative,0.0327,"00:17:23,877 --> 00:17:25,586","Copy?"
Negative,0.3450,"00:17:23,877 --> 00:17:25,586","Copy?"
Neutral,0.4994,"00:17:23,877 --> 00:17:25,586","Copy?"
Positive,0.1050,"00:17:23,877 --> 00:17:25,586","Copy?"
Very Positive,0.0180,"00:17:23,877 --> 00:17:25,586","Copy?"
Very Negative,0.1235,"00:17:25,837 --> 00:17:27,421","STONE: Okay, sorry."
Negative,0.5515,"00:17:25,837 --> 00:17:27,421","STONE: Okay, sorry."
Neutral,0.2445,"00:17:25,837 --> 00:17:27,421","STONE: Okay, sorry."
Positive,0.0578,"00:17:25,837 --> 00:17:27,421","STONE: Okay, sorry."
Very Positive,0.0228,"00:17:25,837 --> 00:17:27,421","STONE: Okay, sorry."
Very Negative,0.0424,"00:17:25,837 --> 00:17:27,421","Yes, copy."
Negative,0.3922,"00:17:25,837 --> 00:17:27,421","Yes, copy."
Neutral,0.4051,"00:17:25,837 --> 00:17:27,421","Yes, copy."
Positive,0.1399,"00:17:25,837 --> 00:17:27,421","Yes, copy."
Very Positive,0.0204,"00:17:25,837 --> 00:17:27,421","Yes, copy."
Very Negative,0.0098,"00:17:27,672 --> 00:17:30,090","KOWALSKI: All right."
Negative,0.0399,"00:17:27,672 --> 00:17:30,090","KOWALSKI: All right."
Neutral,0.2908,"00:17:27,672 --> 00:17:30,090","KOWALSKI: All right."
Positive,0.5972,"00:17:27,672 --> 00:17:30,090","KOWALSKI: All right."
Very Positive,0.0622,"00:17:27,672 --> 00:17:30,090","KOWALSKI: All right."
Very Negative,0.0099,"00:17:27,672 --> 00:17:30,090","Nearly there."
Negative,0.0777,"00:17:27,672 --> 00:17:30,090","Nearly there."
Neutral,0.7875,"00:17:27,672 --> 00:17:30,090","Nearly there."
Positive,0.1156,"00:17:27,672 --> 00:17:30,090","Nearly there."
Very Positive,0.0093,"00:17:27,672 --> 00:17:30,090","Nearly there."
Very Negative,0.0171,"00:17:27,672 --> 00:17:30,090","- Copy."
Negative,0.1069,"00:17:27,672 --> 00:17:30,090","- Copy."
Neutral,0.7175,"00:17:27,672 --> 00:17:30,090","- Copy."
Positive,0.1429,"00:17:27,672 --> 00:17:30,090","- Copy."
Very Positive,0.0155,"00:17:27,672 --> 00:17:30,090","- Copy."
Very Negative,0.0363,"00:17:27,672 --> 00:17:30,090","Please hurry."
Negative,0.3385,"00:17:27,672 --> 00:17:30,090","Please hurry."
Neutral,0.5814,"00:17:27,672 --> 00:17:30,090","Please hurry."
Positive,0.0386,"00:17:27,672 --> 00:17:30,090","Please hurry."
Very Positive,0.0051,"00:17:27,672 --> 00:17:30,090","Please hurry."
Very Negative,0.0750,"00:17:31,343 --> 00:17:33,219","KOWALSKI: You can holster that torch, Dr. Stone."
Negative,0.3955,"00:17:31,343 --> 00:17:33,219","KOWALSKI: You can holster that torch, Dr. Stone."
Neutral,0.3537,"00:17:31,343 --> 00:17:33,219","KOWALSKI: You can holster that torch, Dr. Stone."
Positive,0.1401,"00:17:31,343 --> 00:17:33,219","KOWALSKI: You can holster that torch, Dr. Stone."
Very Positive,0.0357,"00:17:31,343 --> 00:17:33,219","KOWALSKI: You can holster that torch, Dr. Stone."
Very Negative,0.0249,"00:17:33,470 --> 00:17:35,846","Sorry."
Negative,0.1160,"00:17:33,470 --> 00:17:35,846","Sorry."
Neutral,0.3814,"00:17:33,470 --> 00:17:35,846","Sorry."
Positive,0.4251,"00:17:33,470 --> 00:17:35,846","Sorry."
Very Positive,0.0526,"00:17:33,470 --> 00:17:35,846","Sorry."
Very Negative,0.0249,"00:17:33,470 --> 00:17:35,846","Sorry."
Negative,0.1160,"00:17:33,470 --> 00:17:35,846","Sorry."
Neutral,0.3814,"00:17:33,470 --> 00:17:35,846","Sorry."
Positive,0.4251,"00:17:33,470 --> 00:17:35,846","Sorry."
Very Positive,0.0526,"00:17:33,470 --> 00:17:35,846","Sorry."
Very Negative,0.0137,"00:17:39,226 --> 00:17:41,143","- Aah!"
Negative,0.0721,"00:17:39,226 --> 00:17:41,143","- Aah!"
Neutral,0.5809,"00:17:39,226 --> 00:17:41,143","- Aah!"
Positive,0.3063,"00:17:39,226 --> 00:17:41,143","- Aah!"
Very Positive,0.0270,"00:17:39,226 --> 00:17:41,143","- Aah!"
Very Negative,0.0183,"00:17:39,226 --> 00:17:41,143","- Gotcha."
Negative,0.1278,"00:17:39,226 --> 00:17:41,143","- Gotcha."
Neutral,0.6783,"00:17:39,226 --> 00:17:41,143","- Gotcha."
Positive,0.1609,"00:17:39,226 --> 00:17:41,143","- Gotcha."
Very Positive,0.0148,"00:17:39,226 --> 00:17:41,143","- Gotcha."
Very Negative,0.1218,"00:17:41,394 --> 00:17:44,521","All right, now I'm gonna tether you to me."
Negative,0.6507,"00:17:41,394 --> 00:17:44,521","All right, now I'm gonna tether you to me."
Neutral,0.1719,"00:17:41,394 --> 00:17:44,521","All right, now I'm gonna tether you to me."
Positive,0.0440,"00:17:41,394 --> 00:17:44,521","All right, now I'm gonna tether you to me."
Very Positive,0.0116,"00:17:41,394 --> 00:17:44,521","All right, now I'm gonna tether you to me."
Very Negative,0.0936,"00:17:46,441 --> 00:17:49,818","I know, you never realized how devastatingly good-looking I am."
Negative,0.5205,"00:17:46,441 --> 00:17:49,818","I know, you never realized how devastatingly good-looking I am."
Neutral,0.3324,"00:17:46,441 --> 00:17:49,818","I know, you never realized how devastatingly good-looking I am."
Positive,0.0435,"00:17:46,441 --> 00:17:49,818","I know, you never realized how devastatingly good-looking I am."
Very Positive,0.0100,"00:17:46,441 --> 00:17:49,818","I know, you never realized how devastatingly good-looking I am."
Very Negative,0.1786,"00:17:50,070 --> 00:17:53,781","But I need you to stop staring and help me with the tether."
Negative,0.6653,"00:17:50,070 --> 00:17:53,781","But I need you to stop staring and help me with the tether."
Neutral,0.1239,"00:17:50,070 --> 00:17:53,781","But I need you to stop staring and help me with the tether."
Positive,0.0221,"00:17:50,070 --> 00:17:53,781","But I need you to stop staring and help me with the tether."
Very Positive,0.0101,"00:17:50,070 --> 00:17:53,781","But I need you to stop staring and help me with the tether."
Very Negative,0.0185,"00:17:54,032 --> 00:17:54,990","Okay?"
Negative,0.2084,"00:17:54,032 --> 00:17:54,990","Okay?"
Neutral,0.6845,"00:17:54,032 --> 00:17:54,990","Okay?"
Positive,0.0782,"00:17:54,032 --> 00:17:54,990","Okay?"
Very Positive,0.0104,"00:17:54,032 --> 00:17:54,990","Okay?"
Very Negative,0.0425,"00:17:55,242 --> 00:17:56,992","STONE: Okay."
Negative,0.2081,"00:17:55,242 --> 00:17:56,992","STONE: Okay."
Neutral,0.4529,"00:17:55,242 --> 00:17:56,992","STONE: Okay."
Positive,0.2493,"00:17:55,242 --> 00:17:56,992","STONE: Okay."
Very Positive,0.0472,"00:17:55,242 --> 00:17:56,992","STONE: Okay."
Very Negative,0.0241,"00:17:55,242 --> 00:17:56,992","Okay."
Negative,0.1214,"00:17:55,242 --> 00:17:56,992","Okay."
Neutral,0.5845,"00:17:55,242 --> 00:17:56,992","Okay."
Positive,0.2342,"00:17:55,242 --> 00:17:56,992","Okay."
Very Positive,0.0358,"00:17:55,242 --> 00:17:56,992","Okay."
Very Negative,0.0245,"00:17:57,285 --> 00:17:59,245","Uh, I got it."
Negative,0.0847,"00:17:57,285 --> 00:17:59,245","Uh, I got it."
Neutral,0.1577,"00:17:57,285 --> 00:17:59,245","Uh, I got it."
Positive,0.6085,"00:17:57,285 --> 00:17:59,245","Uh, I got it."
Very Positive,0.1247,"00:17:57,285 --> 00:17:59,245","Uh, I got it."
Very Negative,0.0095,"00:17:59,996 --> 00:18:01,914","All right, here we go."
Negative,0.0740,"00:17:59,996 --> 00:18:01,914","All right, here we go."
Neutral,0.4021,"00:17:59,996 --> 00:18:01,914","All right, here we go."
Positive,0.4876,"00:17:59,996 --> 00:18:01,914","All right, here we go."
Very Positive,0.0268,"00:17:59,996 --> 00:18:01,914","All right, here we go."
Very Negative,0.0815,"00:18:02,165 --> 00:18:05,334","Now, to clear you from the jets, I'm gonna give you a little push."
Negative,0.5447,"00:18:02,165 --> 00:18:05,334","Now, to clear you from the jets, I'm gonna give you a little push."
Neutral,0.3282,"00:18:02,165 --> 00:18:05,334","Now, to clear you from the jets, I'm gonna give you a little push."
Positive,0.0358,"00:18:02,165 --> 00:18:05,334","Now, to clear you from the jets, I'm gonna give you a little push."
Very Positive,0.0098,"00:18:02,165 --> 00:18:05,334","Now, to clear you from the jets, I'm gonna give you a little push."
Very Negative,0.1119,"00:18:05,585 --> 00:18:07,253","- No, no, no."
Negative,0.6720,"00:18:05,585 --> 00:18:07,253","- No, no, no."
Neutral,0.2001,"00:18:05,585 --> 00:18:07,253","- No, no, no."
Positive,0.0111,"00:18:05,585 --> 00:18:07,253","- No, no, no."
Very Positive,0.0049,"00:18:05,585 --> 00:18:07,253","- No, no, no."
Very Negative,0.0285,"00:18:05,585 --> 00:18:07,253","- Not a push."
Negative,0.3498,"00:18:05,585 --> 00:18:07,253","- Not a push."
Neutral,0.5798,"00:18:05,585 --> 00:18:07,253","- Not a push."
Positive,0.0374,"00:18:05,585 --> 00:18:07,253","- Not a push."
Very Positive,0.0044,"00:18:05,585 --> 00:18:07,253","- Not a push."
Very Negative,0.0301,"00:18:07,504 --> 00:18:08,629","A nudge."
Negative,0.1156,"00:18:07,504 --> 00:18:08,629","A nudge."
Neutral,0.4584,"00:18:07,504 --> 00:18:08,629","A nudge."
Positive,0.3269,"00:18:07,504 --> 00:18:08,629","A nudge."
Very Positive,0.0690,"00:18:07,504 --> 00:18:08,629","A nudge."
Very Negative,0.2130,"00:18:08,880 --> 00:18:11,215","No, no, no!"
Negative,0.6858,"00:18:08,880 --> 00:18:11,215","No, no, no!"
Neutral,0.0910,"00:18:08,880 --> 00:18:11,215","No, no, no!"
Positive,0.0053,"00:18:08,880 --> 00:18:11,215","No, no, no!"
Very Positive,0.0049,"00:18:08,880 --> 00:18:11,215","No, no, no!"
Very Negative,0.1058,"00:18:08,880 --> 00:18:11,215","Damn it, no!"
Negative,0.5071,"00:18:08,880 --> 00:18:11,215","Damn it, no!"
Neutral,0.2835,"00:18:08,880 --> 00:18:11,215","Damn it, no!"
Positive,0.0716,"00:18:08,880 --> 00:18:11,215","Damn it, no!"
Very Positive,0.0320,"00:18:08,880 --> 00:18:11,215","Damn it, no!"
Very Negative,0.0454,"00:18:11,841 --> 00:18:14,009","[PANTING]"
Negative,0.2852,"00:18:11,841 --> 00:18:14,009","[PANTING]"
Neutral,0.4795,"00:18:11,841 --> 00:18:14,009","[PANTING]"
Positive,0.1580,"00:18:11,841 --> 00:18:14,009","[PANTING]"
Very Positive,0.0319,"00:18:11,841 --> 00:18:14,009","[PANTING]"
Very Negative,0.0567,"00:18:16,554 --> 00:18:18,055","[BOTH GRUNT]"
Negative,0.3464,"00:18:16,554 --> 00:18:18,055","[BOTH GRUNT]"
Neutral,0.4171,"00:18:16,554 --> 00:18:18,055","[BOTH GRUNT]"
Positive,0.1463,"00:18:16,554 --> 00:18:18,055","[BOTH GRUNT]"
Very Positive,0.0336,"00:18:16,554 --> 00:18:18,055","[BOTH GRUNT]"
Very Negative,0.0345,"00:18:19,099 --> 00:18:21,725","See?"
Negative,0.2537,"00:18:19,099 --> 00:18:21,725","See?"
Neutral,0.2147,"00:18:19,099 --> 00:18:21,725","See?"
Positive,0.4413,"00:18:19,099 --> 00:18:21,725","See?"
Very Positive,0.0558,"00:18:19,099 --> 00:18:21,725","See?"
Very Negative,0.0420,"00:18:19,099 --> 00:18:21,725","Where you go, I go."
Negative,0.3123,"00:18:19,099 --> 00:18:21,725","Where you go, I go."
Neutral,0.3627,"00:18:19,099 --> 00:18:21,725","Where you go, I go."
Positive,0.2551,"00:18:19,099 --> 00:18:21,725","Where you go, I go."
Very Positive,0.0279,"00:18:19,099 --> 00:18:21,725","Where you go, I go."
Very Negative,0.0410,"00:18:23,728 --> 00:18:25,145","[CHUCKLES]"
Negative,0.2465,"00:18:23,728 --> 00:18:25,145","[CHUCKLES]"
Neutral,0.4790,"00:18:23,728 --> 00:18:25,145","[CHUCKLES]"
Positive,0.1967,"00:18:23,728 --> 00:18:25,145","[CHUCKLES]"
